|6.6.6
2018PPGrt_01_1.tab                                                                                  
           2
T(K)    
   673.00000000000000     
   3.0303030303030303     
         100
P(bar)  
   2000.0000000000000     
   30.303030303030305     
         100
           6
T(K)           P(bar)         C[Gt(W)1]      C[Gt(W)2]      C[Gt(W)3]      C[Gt(W)4]     
  745.727        4545.45       0.246091       0.300617       0.432716       0.205761E-001
  748.758        4545.45       0.236626       0.300617       0.440535       0.222222E-001
  751.788        4545.45       0.234979       0.300617       0.441770       0.226337E-001
  754.818        4545.45       0.232099       0.299383       0.445473       0.230453E-001
  757.848        4545.45       0.218930       0.290741       0.466049       0.242798E-001
  760.879        4545.45       0.218930       0.290741       0.466049       0.242798E-001
  763.909        4545.45       0.200823       0.278395       0.493210       0.275720E-001
  766.939        4545.45       0.200823       0.278395       0.493210       0.275720E-001
  769.970        4545.45       0.183951       0.256173       0.529012       0.308642E-001
  773.000        4545.45       0.183951       0.256173       0.529012       0.308642E-001
  776.030        4545.45       0.178189       0.241358       0.547531       0.329218E-001
  779.061        4545.45       0.169708       0.228263       0.565510       0.365194E-001
  782.091        4545.45       0.163672       0.218155       0.579541       0.386318E-001
  785.121        4545.45       0.160760       0.217344       0.584568       0.373285E-001
  788.152        4545.45       0.154260       0.206153       0.599855       0.397309E-001
  791.182        4545.45       0.151029       0.203086       0.605967       0.399177E-001
  794.212        4545.45       0.147737       0.196091       0.615021       0.411523E-001
  797.242        4545.45       0.131276       0.172114       0.650108       0.465021E-001
  800.273        4545.45       0.131276       0.172114       0.650108       0.465021E-001
  803.303        4545.45       0.123045       0.160288       0.667695       0.489712E-001
  806.333        4545.45       0.116572       0.149833       0.681743       0.518522E-001
  809.364        4545.45       0.110582       0.141010       0.693622       0.547855E-001
  812.394        4545.45       0.103207       0.129296       0.708687       0.588101E-001
  815.424        4545.45       0.953230E-001  0.117551       0.724046       0.630797E-001
  818.455        4545.45       0.917695E-001  0.111728       0.732716       0.637860E-001
  821.485        4545.45       0.855829E-001  0.101903       0.743792       0.687226E-001
  824.515        4545.45       0.816283E-001  0.955617E-001  0.751692       0.711181E-001
  827.545        4545.45       0.768200E-001  0.989712E-001  0.749723       0.744856E-001
  830.576        4545.45       0.689782E-001  0.120020       0.728080       0.829216E-001
  833.606        4545.45       0.631962E-001  0.136320       0.708799       0.916843E-001
  836.636        4545.45       0.543066E-001  0.159250       0.685816       0.100628     
  839.667        4545.45       0.524314E-001  0.160436       0.685593       0.101540     
  842.697        4545.45       0.504688E-001  0.161518       0.685534       0.102478     
  845.727        4545.45       0.483033E-001  0.162841       0.685392       0.103464     
  848.758        4545.45       0.469988E-001  0.163598       0.685921       0.103481     
  851.788        4545.45       0.469847E-001  0.162716       0.686236       0.104063     
  854.818        4545.45       0.440485E-001  0.165220       0.685044       0.105687     
  857.848        4545.45       0.436999E-001  0.164445       0.685863       0.105992     
  860.879        4545.45       0.411784E-001  0.166156       0.685158       0.107508     
  863.909        4545.45       0.408809E-001  0.165568       0.685667       0.107884     
  866.939        4545.45       0.397750E-001  0.164786       0.686536       0.108903     
  869.970        4545.45       0.385945E-001  0.164923       0.686714       0.109768     
  873.000        4545.45       0.370862E-001  0.165550       0.686626       0.110738     
  876.030        4545.45       0.353909E-001  0.166872       0.686214       0.111523     
  879.061        4545.45       0.349794E-001  0.166872       0.686214       0.111934     
  882.091        4545.45       0.323011E-001  0.143429       0.720371       0.103899     
  885.121        4545.45       0.312757E-001  0.141358       0.726543       0.100823     
  888.152        4545.45       0.310839E-001  0.145122       0.722002       0.101792     
  891.182        4545.45       0.308322E-001  0.148578       0.720415       0.100175     
  894.212        4545.45       0.302829E-001  0.151262       0.718900       0.995546E-001
  897.242        4545.45       0.303505E-001  0.154961       0.715115       0.995734E-001
  900.273        4545.45       0.302816E-001  0.159498       0.710473       0.997471E-001
  903.303        4545.45       0.301403E-001  0.162116       0.707928       0.998158E-001
  906.333        4545.45       0.297160E-001  0.166659       0.704100       0.995249E-001
  909.364        4545.45       0.292181E-001  0.176007       0.695942       0.988330E-001
  912.394        4545.45       0.291742E-001  0.179985       0.692458       0.983833E-001
  915.424        4545.45       0.290591E-001  0.184300       0.688161       0.984797E-001
  918.455        4545.45       0.288850E-001  0.188284       0.684059       0.987721E-001
  921.485        4545.45       0.285455E-001  0.186437       0.687354       0.976645E-001
  924.515        4545.45       0.288576E-001  0.189516       0.683121       0.985055E-001
  927.545        4545.45       0.283778E-001  0.194675       0.678384       0.985634E-001
  930.576        4545.45       0.283636E-001  0.201351       0.672346       0.979396E-001
  933.606        4545.45       0.282772E-001  0.200474       0.672961       0.982877E-001
  936.636        4545.45       0.277496E-001  0.210096       0.664325       0.978296E-001
  939.667        4545.45       0.278016E-001  0.212471       0.662004       0.977238E-001
  942.697        4545.45       0.277183E-001  0.216422       0.658456       0.974038E-001
  945.727        4545.45       0.279835E-001  0.219547       0.654938       0.975309E-001
  948.758        4545.45       0.279835E-001  0.219547       0.654938       0.975309E-001
  951.788        4545.45       0.271605E-001  0.212865       0.660386       0.995885E-001
  954.818        4545.45       0.263374E-001  0.199383       0.670988       0.103292     
  957.848        4545.45       0.263374E-001  0.199383       0.670988       0.103292     
  960.879        4545.45       0.263374E-001  0.199383       0.670988       0.103292     
  963.909        4545.45       0.242798E-001  0.174691       0.699383       0.101646     
  966.939        4545.45       0.242798E-001  0.174691       0.699383       0.101646     
  969.970        4545.45       0.242798E-001  0.166872       0.699383       0.109465     
  973.000        4545.45       0.242798E-001  0.166872       0.699383       0.109465     
  673.000        4575.76                 NaN            NaN            NaN            NaN
  676.030        4575.76                 NaN            NaN            NaN            NaN
  679.061        4575.76                 NaN            NaN            NaN            NaN
  682.091        4575.76                 NaN            NaN            NaN            NaN
  685.121        4575.76                 NaN            NaN            NaN            NaN
  688.152        4575.76                 NaN            NaN            NaN            NaN
  691.182        4575.76                 NaN            NaN            NaN            NaN
